row,final_classification,tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities,classifier_call,classifier_confidence,classifier_rationale,skeptic_agrees,skeptic_call,skeptic_rationale
32,duplicate,1,name_exact,1,001Px00000VvNUeIAN,Dechert LLP,www.dechert.com,2021-01-20T19:40:56.000+0000,29,1819,2499,001Px00000j5O9LIAU,Dechert,,2026-08-20T18:15:47.000+0000,Kieran Hansen,N,1,1,10,duplicate,high,The name is Dechert without LLP. It comes from the 2026-08-20 batch with a blank website and a single Philadelphia Office. Its contact uses a dechert.co email (a truncated dechert.com).,Y,duplicate,"I checked this live. Firm 001Px00000j5O9LIAU 'Dechert' has a blank website and was created 2026-08-20 18:15:47 by Kieran Hansen. Its single Office 001Px00000j5SiNIAU is at 2929 Arch St, Philadelphia, which (general knowledge) is Dechert's Cira Centre headquarters. Its contact 'Research Services Lon' uses @dechert.co, a truncated dechert.com. Its 10 opportunities are 'DECHERT 617R52/617EBR5x' firm orders from 2019-2021. It is the same firm without LLP."
33,duplicate,1,name_exact,1,001Px00000VvNUeIAN,Dechert LLP,www.dechert.com,2021-01-20T19:40:56.000+0000,29,1819,2499,001Px00000j5O9MIAU,Dechert,,2026-08-20T18:15:47.000+0000,Kieran Hansen,N,1,0,0,duplicate,high,The name is Dechert without LLP. It was created in the same second of the 2026-08-20 batch as 001Px00000j5O9LIAU and has a blank website and a single Philadelphia Office. It is an empty redundant Firm record with no contacts or opportunities.,Y,duplicate,"I checked this live. Firm 001Px00000j5O9MIAU 'Dechert' has a blank website and was created 2026-08-20 18:15:47, the same second as 001Px00000j5O9LIAU. Its single Office 001Px00000j5SiOIAU is at 2929 Arch St Ste 400, Philadelphia, Dechert's HQ address. I found no contacts and no opportunities. It is an empty redundant Firm record for Dechert LLP."
34,duplicate,1,name_exact,1,001Px00000VvNUeIAN,Dechert LLP,www.dechert.com,2021-01-20T19:40:56.000+0000,29,1819,2499,001Px00000jAKp4IAG,Dechert,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,4,duplicate,high,The name is Dechert without LLP. It comes from the 2026-08-22 batch with a blank website and a single Philadelphia Office. Its contact uses a @dechert.com email.,Y,duplicate,"I checked this live. Firm 001Px00000jAKp4IAG 'Dechert' has a blank website and was created 2026-08-22 by Kieran Hansen. Its single Office 001Px00000jAIX9IAO is at 2929 Arch St Ste 400, Philadelphia, Dechert's HQ. Its contact is Phillip Worrell (@dechert.com), and its 4 opportunities are 'Dechert QFOR10B/QFOR11' firm orders. It is a redundant Firm record for Dechert LLP."
35,duplicate,1,name_exact,1,001Px00000VxMoFIAV,Dinsmore & Shohl LLP,www.dinsmore.com,2021-01-20T19:42:14.000+0000,26,460,128,001Px00000heaadIAA,Dinsmore & Shohl LLP,,2026-07-25T18:09:45.000+0000,Kieran Hansen,N,1,2,16,duplicate,high,"The name exactly matches the G300 firm. It comes from the 2026-07-25 batch with a blank website and a single Cincinnati Office, which is Dinsmore's headquarters. Its contacts use @dinslaw.com emails, which (from general knowledge) is Dinsmore's domain.",Y,duplicate,"I checked this live. Firm 001Px00000heaadIAA 'Dinsmore & Shohl LLP' has the exact G300 name, a blank website, and was created 2026-07-25 by Kieran Hansen. Its single Office 001Px00000heQsPIAU is at 255 East 5th Street, Suite 1900, Cincinnati, which (general knowledge) is Dinsmore's headquarters. Its contacts Peter Pepiton and Mary Jo Merkowitz use @dinslaw.com, Dinsmore's domain (general knowledge). Its 16 opportunities are PBUCK firm orders and Legalweek tickets. It is a redundant Firm record."
36,duplicate,1,name_exact,1,001Px00000VvbOnIAJ,Dorsey & Whitney LLP,www.dorsey.com,2021-01-20T19:42:55.000+0000,22,543,489,001Px00000j5ODZIA2,Dorsey Whitney,,2026-08-20T18:15:52.000+0000,Kieran Hansen,N,1,1,23,duplicate,high,"The name is Dorsey & Whitney without the '&' and LLP. It comes from the 2026-08-20 batch with a blank website and a single Minneapolis Office, which is Dorsey's headquarters. Its library contact uses a dorseylaw.com email.",Y,duplicate,"I checked this live. Firm 001Px00000j5ODZIA2 'Dorsey Whitney' has a blank website and was created 2026-08-20 by Kieran Hansen. Its single Office 001Px00000j5R98IAE is at 50 S 6th St Ste 1500, Minneapolis, which (general knowledge) is Dorsey & Whitney's HQ. Its 'Library' contact uses @dorseylaw.com. Its 23 opportunities are 'DORSEY WHITNEY 669R32/585R67/628EBR49...' firm orders. It is the same firm with the '&' and LLP dropped, a redundant Firm record."
37,duplicate,1,name_exact,1,0016g00001AO159AAD,Duane Morris LLP,www.duanemorris.com,2021-01-20T19:43:38.000+0000,34,1360,772,001Px00000heWGcIAM,Duane Morris,,2026-07-25T18:09:48.000+0000,Kieran Hansen,N,1,1,1,duplicate,high,The name is Duane Morris without LLP. It comes from the 2026-07-25 batch with a blank website and a single Philadelphia Office (spelled 'Philidelphia'). Its contact is a Director of IT with a misspelled duaneemorris.com email.,Y,duplicate,"I checked this live. Firm 001Px00000heWGcIAM 'Duane Morris' has a blank website and was created 2026-07-25 by Kieran Hansen. Its single Office 001Px00000heelVIAQ is at 30 South 17th Street, 'Philidelphia', which (general knowledge) is Duane Morris's HQ. Its contact is Christa Iannone, Director of IT, with @duaneemorris.com (a typo of duanemorris.com). Its one opportunity is her Legalweek 2023 ticket. It is the same firm without LLP, a redundant Firm record."
38,duplicate,1,name_exact,1,001Px00000VvbwmIAB,Eversheds Sutherland,www.eversheds-sutherland.com,2021-01-20T19:47:46.000+0000,84,5128,1539,001Px00000heWRBIA2,Eversheds Sutherland,,2026-07-25T18:09:59.000+0000,Kieran Hansen,N,7,24,1,duplicate,high,"The name matches exactly. It is a Firm created by Kieran Hansen in the 2026-07-25 batch with a blank website. Its child offices (London, New York, Atlanta, Washington, Houston, and 'Eversheds Sutherland (US) LLP') and its @eversheds-sutherland.us contacts are the same firm as the G300 record, so this is a redundant Firm record.",Y,duplicate,"Checked live. 001Px00000heWRBIA2 is a Firm with exactly the same name, a blank website and G300=false, created 2026-07-25 by Kieran Hansen. It has 7 child offices: London, New York, Atlanta, Washington (website Eversheds-Sutherland.us), Houston, one with no city, and 'Eversheds Sutherland (US) LLP'. All 24 contacts use @eversheds-sutherland.us. The opp is a Swoogo WOI 2025 sale for Jenny Worthy. The G300 hierarchy already holds these same cities as Eversheds Sutherland / (US) LLP offices. This is a redundant Firm record for the same firm, not an affiliate."
39,duplicate,1,name_exact,1,001Px00000VvbwmIAB,Eversheds Sutherland,www.eversheds-sutherland.com,2021-01-20T19:47:46.000+0000,84,5128,1539,001Px00000j5H7EIAU,Eversheds Sutherland,,2026-08-20T18:15:57.000+0000,Kieran Hansen,N,1,1,1,duplicate,high,"The name matches exactly. It is a Firm created by Kieran Hansen in the 2026-08-20 batch with a blank website. Its single Atlanta office holds an 'Eversheds Sutherland LCENT' opp and one contact, whose email has a typo in the domain (everheds-sutherland.com). This is the same firm as the G300 record.",Y,duplicate,"Checked live. 001Px00000j5H7EIAU is a Firm with exactly the same name, a blank website, created 2026-08-20 by Kieran Hansen. Its only child is an Atlanta office. The one contact is Megen Cox, whose email domain has a typo (@everheds-sutherland.com). The one opp is 'Eversheds Sutherland LCENT' (2019, Closed Won, 29,000). The G300 already has an Atlanta Eversheds Sutherland (US) LLP office. Nothing suggests a separate entity, so this is a redundant record of the same firm."
40,predecessor_or_legacy,1,alias_exact,1,001Px00000VvbwmIAB,Eversheds Sutherland,www.eversheds-sutherland.com,2021-01-20T19:47:46.000+0000,84,5128,1539,001Px00000VxOWyIAN,"Sutherland, Asbill & Brennan",,2025-11-13T14:28:48.000+0000,Kieran Hansen,N,2,33,11,predecessor_or_legacy,high,"From general knowledge: Sutherland Asbill & Brennan combined with Eversheds in 2017 to form Eversheds Sutherland. The record's Atlanta and Washington offices, its @sutherland.com contacts and its 'SUTHERLAND ASBILL & BRENNAN' and 'EVERSHEDS SUTHERLAND' opps confirm it is the legacy US predecessor.",Y,predecessor_or_legacy,"Checked live. 001Px00000VxOWyIAN 'Sutherland, Asbill & Brennan' (2025-11-13 batch) has Atlanta and Washington offices and 33 contacts. Almost all use @sutherland.com, plus one @sablaw.com (the older SAB domain) and one @eversheds-sutherland.com. Its opps are 'SUTHERLAND ASBILL & BRENNAN ...' and 'EVERSHEDS SUTHERLAND 550EBR..'. From general knowledge, Sutherland Asbill & Brennan combined with Eversheds in 2017 and became Eversheds Sutherland (US) LLP. This is the former name of the G300 firm's US side, so it is legacy history."
41,predecessor_or_legacy,1,within_g300:alias_exact,1,0016g00001AO6I7AAL,FBT Gibbons LLP,www.fbtgibbons.com,2021-01-20T19:51:40.000+0000,31,540,367,001Px00000j5PGuIAM,Frost Brown Todd,,2026-08-20T18:19:21.000+0000,Kieran Hansen,N,1,1,40,predecessor_or_legacy,high,"From general knowledge: Frost Brown Todd combined with Gibbons P.C. to form FBT Gibbons LLP, and the G300 record's Cincinnati, Louisville and Lexington offices are former FBT offices. The candidate is the pre-merger name (2026-08-20 batch, Cincinnati office, 40 opps). Data issue: it also carries G300_Account__c = true.",Y,predecessor_or_legacy,"Checked live. 001Px00000j5PGuIAM 'Frost Brown Todd' is a Firm with G300_Account__c = TRUE, a data error that makes this a within-G300 pair. It was created 2026-08-20 and has one Cincinnati office, 1 contact and 40 opps named 'FROST BROWN TODD 598...' (2019-2026). The G300 FBT Gibbons LLP record dates from 2021, so it is the original FBT record renamed. Its hierarchy mixes FBT offices (Cincinnati, Louisville, Lexington, Florence, Nashville; one office still shows fbtlaw.com) with Gibbons offices (Newark, Red Bank, Trenton). From general knowledge, Frost Brown Todd combined with Gibbons P.C. to form FBT Gibbons. The candidate is therefore the former name."
42,predecessor_or_legacy,1,alias_exact,1,0016g00001AO496AAD,Fieldfisher LLP,www.fieldfisher.com,2021-01-20T19:49:24.000+0000,28,1454,876,001Px00000VxZRXIA3,Field Fisher Waterhouse,,2025-11-13T14:28:43.000+0000,Kieran Hansen,N,1,3,0,predecessor_or_legacy,high,"From general knowledge: Field Fisher Waterhouse is the former name of Fieldfisher, which rebranded around 2014. The candidate's UK office holds contacts with @ffw.com and @fieldfisher.com emails, confirming it is the legacy-name record.",Y,predecessor_or_legacy,"Checked live. 001Px00000VxZRXIA3 'Field Fisher Waterhouse' (2025-11-13 batch) has one UK office at 35 Vine Street, which from general knowledge was the firm's London address. Its phone is a Paris number. Contacts are James Mullan and Phil Lee (@ffw.com) and a France BD manager (@fieldfisher.com). From general knowledge, Field Fisher Waterhouse rebranded as Fieldfisher around 2014, so this is the former name of the G300 firm."
43,duplicate,1,name_exact,1,0016g00001AO4yUAAT,Fox Rothschild LLP,www.foxrothschild.com,2021-01-20T19:51:04.000+0000,39,1403,1092,001Px00000j5GGQIA2,Fox Rothschild LLP,,2026-08-20T18:17:02.000+0000,Kieran Hansen,N,1,1,2,duplicate,high,"Exact name match. The record was created in the 2026-08-20 Kieran Hansen batch with a blank website. Its only child office is in Philadelphia, which is Fox Rothschild's HQ city. It is a redundant Firm record.",Y,duplicate,"Confirmed. This is a Firm record named 'Fox Rothschild LLP', created 2026-08-20 by Kieran Hansen with no website. Its one child Office is in Philadelphia, PA, where the G300 hierarchy also has 3 Philadelphia offices. It holds 2 opps named 'FOX ROTHSCHILD LLP 600EBR15'. Its only contact ('Library- Kms Dept', @lwtm.com) looks misattached, but the Account itself is plainly a redundant copy of the G300 firm."
44,duplicate,1,name_exact,1,0016g00001AO4yUAAT,Fox Rothschild LLP,www.foxrothschild.com,2021-01-20T19:51:04.000+0000,39,1403,1092,001Px00000j5HetIAE,Fox Rothschild LLP,,2026-08-20T18:16:02.000+0000,Kieran Hansen,N,1,0,0,duplicate,high,"Exact name match from the 2026-08-20 Kieran Hansen batch, with a blank website and one Philadelphia child office. It is a second redundant copy of the same firm.",Y,duplicate,"Confirmed. This is a second 'Fox Rothschild LLP' Firm record created on 2026-08-20, one minute before row 43's, with no website. Its only child Office is in Philadelphia, PA, and it has no contacts or opps. Nothing points to a different entity, so it is a redundant empty copy."
45,duplicate,1,name_exact,1,0016g00001AO4yUAAT,Fox Rothschild LLP,www.foxrothschild.com,2021-01-20T19:51:04.000+0000,39,1403,1092,001Px00000jAKpHIAW,Fox Rothschild LLP,,2026-08-22T10:39:40.000+0000,Kieran Hansen,N,1,1,34,duplicate,high,"Exact name match from the 2026-08-22 Kieran Hansen batch, with a blank website and one Philadelphia child office. Its contact's email is a foxrothschild.com typo (@foxrothchild.com). It carries 34 opps, so reparenting is needed on merge.",Y,duplicate,"Confirmed. This is a 'Fox Rothschild LLP' Firm from the 2026-08-22 batch with no website and one Philadelphia office. Its contact 'C. Mineur' (@foxrothchild.com, a typo) matches Chelsea Mineur (@foxrothschild.com), who already sits in the G300 Fox Rothschild hierarchy. That cross-match strongly supports the same firm. It carries many 'FOX ROTHSCHILD LLP ON6xx' opps, which will need reparenting on merge."
46,duplicate,1,name_exact,1,0016g00001AO5nxAAD,Gateley PLC,www.gateleyplc.com,2021-01-20T19:14:59.000+0000,35,361,127,001Px00000hebTZIAY,Gateley LLP,,2026-07-25T18:12:16.000+0000,Kieran Hansen,N,1,1,0,duplicate,medium,"'Gateley LLP' is only a suffix variant of Gateley PLC. From general knowledge, Gateley (UK) LLP is the listed plc's operating law firm, and the G300 hierarchy already has a 'Gateley LLP' Office. The record comes from the 2026-07-25 batch with a blank website. Its one contact (moyocoevents.ae) looks misfiled, but the record itself is the same firm.",Y,duplicate,"I agree with the classification, but one of the reviewer's details is wrong. The only contact, Thenji Moyo (@moyocoevents.ae), is not misfiled. Thenji Moyo is a Gateley partner and Head of Employment, recorded elsewhere as @gateleyae.com under 'Gateley UK LLP' and 'Gateley LLP' Offices of the G300 Gateley PLC. The G300 hierarchy already holds a 'Gateley LLP' Office (website moyocoevents.ae, created 2025-11-13) with the same person. From general knowledge, Gateley (UK) LLP is the operating law firm of the listed Gateley plc. The candidate name has no regional or affiliate qualifier, so this blank-website 2026-07-25 Firm is a redundant copy of the Gateley firm, not a separate affiliate."
47,duplicate,1,name_exact,1,0016g00001AO6J6AAL,"Gibson, Dunn & Crutcher LLP",www.gibsondunn.com,2021-01-20T19:53:36.000+0000,26,2512,2707,001Px00000j5OJkIAM,Gibson Dunn & Crutcher,,2026-08-20T18:16:25.000+0000,Kieran Hansen,N,1,1,1,duplicate,high,"Punctuation/suffix variant of Gibson, Dunn & Crutcher LLP from the 2026-08-20 batch, with a blank website. Its child office is in Irvine, a Gibson Dunn office. Its contact email is a gibsondunn.com typo (gibbsondunn.com).",Y,duplicate,"Confirmed. This is 'Gibson Dunn & Crutcher', a punctuation and suffix variant, from the 2026-08-20 batch with no website. Its child Office is in Irvine, CA, and the G300 hierarchy also has an Irvine office. Its contact Ryan Dubose (typo domain gibbsondunn.com) also appears in the G300 Gibson Dunn hierarchy as @gibsondunn.com. It has 1 opp, 'GIBSON DUNN & CRUTCHER ALMLA25'."
48,duplicate,1,name_exact,1,0016g00001AO6nnAAD,Goldberg Segalla LLP,www.goldbergsegalla.com,2021-01-20T19:54:41.000+0000,31,223,167,001Px00000j5OKJIA2,Goldberg Segalla LLP,,2026-08-20T18:16:25.000+0000,Kieran Hansen,N,1,1,1,duplicate,high,"Exact name match from the 2026-08-20 batch with a blank website. Its child office is in Garden City, NY, a Goldberg Segalla location. Its contact email is a goldbergsegalla.com typo (goldbergseglla.com).",Y,duplicate,"Confirmed. This is an exact 'Goldberg Segalla LLP' Firm from the 2026-08-20 batch with no website. Its Office is in Garden City, NY, and the G300 hierarchy has 2 Garden City offices. Its contact Derek Zisser (@goldbergseglla.com, a typo) already exists in the G300 Goldberg Segalla hierarchy. It has 1 opp, 'GOLDBERG SEGALLA LLP VSPRAPP'."
